job_id,label,method,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,breakdown_json,tracker_file
2101422,qwen235b_n2_isl4096_osl32768_baseline,baseline,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_r2_baseline_offset0_n2_isl4096_osl32768_bs1_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_r2_baseline_offset0_n2_isl4096_osl32768_bs1_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_suffix_k32_pilot_r2_20260612_jobs.txt
2101423,qwen235b_n2_isl4096_osl32768_suffix_k32,suffix,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k32_arctic_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k32_arctic_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_suffix_k32_pilot_r2_20260612_jobs.txt
2101569,qwen235b_n16_isl4096_osl1024_pard_k3,pard,Qwen/Qwen3-235B-A22B,0,16,4096,1024,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_pard_k3_pard_offset0_n16_isl4096_osl1024_bs1_2_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_pard_k3_pard_offset0_n16_isl4096_osl1024_bs1_2_k3_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl1k_pard_k3_20260612_jobs.txt
2101570,qwen235b_n16_isl4096_osl1024_pard_k5,pard,Qwen/Qwen3-235B-A22B,0,16,4096,1024,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_pard_k5_pard_offset0_n16_isl4096_osl1024_bs1_2_k5_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_pard_k5_pard_offset0_n16_isl4096_osl1024_bs1_2_k5_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl1k_pard_k5_20260612_jobs.txt
2101572,qwen235b_n16_isl4096_osl1024_pard2_k3,pard2,Qwen/Qwen3-235B-A22B,0,16,4096,1024,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_pard2_k3_pard2_offset0_n16_isl4096_osl1024_bs1_2_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_pard2_k3_pard2_offset0_n16_isl4096_osl1024_bs1_2_k3_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl1k_pard2_k3_20260612_jobs.txt
2101573,qwen235b_n16_isl4096_osl1024_pard2_k5,pard2,Qwen/Qwen3-235B-A22B,0,16,4096,1024,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_pard2_k5_pard2_offset0_n16_isl4096_osl1024_bs1_2_k5_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_pard2_k5_pard2_offset0_n16_isl4096_osl1024_bs1_2_k5_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl1k_pard2_k5_20260612_jobs.txt
2101574,qwen235b_n16_isl4096_osl1024_pard2_native_k3,pard2,Qwen/Qwen3-235B-A22B,0,16,4096,1024,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_pard2_native_k3_probe_pard2_offset0_n16_isl4096_osl1024_bs1_2_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_pard2_native_k3_probe_pard2_offset0_n16_isl4096_osl1024_bs1_2_k3_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl1k_pard2_native_k3_probe_20260612_jobs.txt
2101575,qwen235b_n16_isl4096_osl1024_eagle3_k1,eagle3,Qwen/Qwen3-235B-A22B,0,16,4096,1024,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_eagle3_k1_eagle3_offset0_n16_isl4096_osl1024_bs1_2_k1_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_eagle3_k1_eagle3_offset0_n16_isl4096_osl1024_bs1_2_k1_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl1k_eagle3_k1_20260612_jobs.txt
2101576,qwen235b_n16_isl4096_osl1024_eagle3_k3,eagle3,Qwen/Qwen3-235B-A22B,0,16,4096,1024,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_eagle3_k3_eagle3_offset0_n16_isl4096_osl1024_bs1_2_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_lyris_tp4_fp8kv_eagle3_k3_eagle3_offset0_n16_isl4096_osl1024_bs1_2_k3_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl1k_eagle3_k3_20260612_jobs.txt
2101577,qwen235b_n2_isl4096_osl32768_pard_k3,pard,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_pard_k3_pard_offset0_n2_isl4096_osl32768_bs1_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_pard_k3_pard_offset0_n2_isl4096_osl32768_bs1_k3_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_pard_k3_pilot_20260612_jobs.txt
2101578,qwen235b_n2_isl4096_osl32768_pard_k5,pard,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_pard_k5_pard_offset0_n2_isl4096_osl32768_bs1_k5_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_pard_k5_pard_offset0_n2_isl4096_osl32768_bs1_k5_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_pard_k5_pilot_20260612_jobs.txt
2101579,qwen235b_n2_isl4096_osl32768_pard2_k3,pard2,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_pard2_k3_pard2_offset0_n2_isl4096_osl32768_bs1_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_pard2_k3_pard2_offset0_n2_isl4096_osl32768_bs1_k3_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_pard2_k3_pilot_20260612_jobs.txt
2101580,qwen235b_n2_isl4096_osl32768_pard2_k5,pard2,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_pard2_k5_pard2_offset0_n2_isl4096_osl32768_bs1_k5_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_pard2_k5_pard2_offset0_n2_isl4096_osl32768_bs1_k5_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_pard2_k5_pilot_20260612_jobs.txt
2101581,qwen235b_n2_isl4096_osl32768_eagle3_k1,eagle3,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_eagle3_k1_eagle3_offset0_n2_isl4096_osl32768_bs1_k1_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_eagle3_k1_eagle3_offset0_n2_isl4096_osl32768_bs1_k1_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_eagle3_k1_pilot_20260612_jobs.txt
2101582,qwen235b_n2_isl4096_osl32768_eagle3_k3,eagle3,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_eagle3_k3_eagle3_offset0_n2_isl4096_osl32768_bs1_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_eagle3_k3_eagle3_offset0_n2_isl4096_osl32768_bs1_k3_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_eagle3_k3_pilot_20260612_jobs.txt
2101640,qwen235b_n1_isl4096_osl256_pard2_native_k3,pard2,Qwen/Qwen3-235B-A22B,0,1,4096,256,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl256_nativepard2_smoke_lyris_tp4_fp8kv_pard2_offset0_n1_isl4096_osl256_bs1_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl256_nativepard2_smoke_lyris_tp4_fp8kv_pard2_offset0_n1_isl4096_osl256_bs1_k3_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl256_pard2_native_smoke_20260612_jobs.txt
2101655,qwen235b_n1_isl4096_osl256_pard2_native_k3,pard2,Qwen/Qwen3-235B-A22B,0,1,4096,256,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl256_nativepard2_smoke_retry1_lyris_tp4_fp8kv_pard2_offset0_n1_isl4096_osl256_bs1_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl256_nativepard2_smoke_retry1_lyris_tp4_fp8kv_pard2_offset0_n1_isl4096_osl256_bs1_k3_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl256_pard2_native_smoke_retry1_20260612_jobs.txt
2101759,qwen235b_n16_isl4096_osl1024_pard2_native_k3,pard2,Qwen/Qwen3-235B-A22B,0,16,4096,1024,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_nativepard2_lyris_tp4_fp8kv_pard2_offset0_n16_isl4096_osl1024_bs1_2_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl1k_nativepard2_lyris_tp4_fp8kv_pard2_offset0_n16_isl4096_osl1024_bs1_2_k3_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl1k_pard2_native_k3_20260612_jobs.txt
2101818,qwen235b_n2_isl4096_osl32768_pard2_native_k1,pard2,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_nativepard2_pilot_lyris_tp4_fp8kv_pard2_offset0_n2_isl4096_osl32768_bs1_k1_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_nativepard2_pilot_lyris_tp4_fp8kv_pard2_offset0_n2_isl4096_osl32768_bs1_k1_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_pard2_native_k1_pilot_20260612_jobs.txt
2101819,qwen235b_n2_isl4096_osl32768_pard2_native_k2,pard2,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_nativepard2_pilot_lyris_tp4_fp8kv_pard2_offset0_n2_isl4096_osl32768_bs1_k2_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_nativepard2_pilot_lyris_tp4_fp8kv_pard2_offset0_n2_isl4096_osl32768_bs1_k2_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_pard2_native_k2_pilot_20260612_jobs.txt
2101761,qwen235b_n2_isl4096_osl32768_pard2_native_k3,pard2,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_nativepard2_pilot_lyris_tp4_fp8kv_pard2_offset0_n2_isl4096_osl32768_bs1_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_nativepard2_pilot_lyris_tp4_fp8kv_pard2_offset0_n2_isl4096_osl32768_bs1_k3_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_pard2_native_k3_pilot_20260612_jobs.txt
2104334,qwen235b_n1_isl4096_osl65536_baseline,baseline,Qwen/Qwen3-235B-A22B,0,1,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_pilot_lyris_tp4_fp8kv_baseline_offset0_n1_isl4096_osl65536_bs1_20260612,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_pilot_lyris_tp4_fp8kv_baseline_offset0_n1_isl4096_osl65536_bs1_20260612/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl64k_suffix_k32_pilot_20260612_jobs.txt
2104335,qwen235b_n1_isl4096_osl65536_suffix_k32,suffix,Qwen/Qwen3-235B-A22B,0,1,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_pilot_lyris_tp4_fp8kv_suffix_offset0_n1_isl4096_osl65536_bs1_k32_arctic_20260612,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_pilot_lyris_tp4_fp8kv_suffix_offset0_n1_isl4096_osl65536_bs1_k32_arctic_20260612/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl64k_suffix_k32_pilot_20260612_jobs.txt
2104336,qwen235b_n1_isl4096_osl65536_suffix_k8,suffix,Qwen/Qwen3-235B-A22B,0,1,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_suffix_k8_pilot_lyris_tp4_fp8kv_suffix_offset0_n1_isl4096_osl65536_bs1_k8_arctic_20260612,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_suffix_k8_pilot_lyris_tp4_fp8kv_suffix_offset0_n1_isl4096_osl65536_bs1_k8_arctic_20260612/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl64k_suffix_k8_pilot_20260612_jobs.txt
2104337,qwen235b_n1_isl4096_osl65536_pard_k5,pard,Qwen/Qwen3-235B-A22B,0,1,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_pard_pilot_lyris_tp4_fp8kv_pard_offset0_n1_isl4096_osl65536_bs1_k5_20260612,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_pard_pilot_lyris_tp4_fp8kv_pard_offset0_n1_isl4096_osl65536_bs1_k5_20260612/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl64k_pard_k5_pilot_20260612_jobs.txt
2104995,qwen235b_n1_isl4096_osl65536_pard_k3,pard,Qwen/Qwen3-235B-A22B,0,1,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_pard_k3_diag_lyris_tp4_fp8kv_pard_offset0_n1_isl4096_osl65536_bs1_k3_20260612,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_pard_k3_diag_lyris_tp4_fp8kv_pard_offset0_n1_isl4096_osl65536_bs1_k3_20260612/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl64k_pard_k3_diag_20260612_jobs.txt
2104338,qwen235b_n1_isl4096_osl65536_eagle3_k3,eagle3,Qwen/Qwen3-235B-A22B,0,1,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_eagle3_pilot_lyris_tp4_fp8kv_eagle3_offset0_n1_isl4096_osl65536_bs1_k3_20260612,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_eagle3_pilot_lyris_tp4_fp8kv_eagle3_offset0_n1_isl4096_osl65536_bs1_k3_20260612/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl64k_eagle3_k3_pilot_20260612_jobs.txt
2104340,qwen235b_n1_isl4096_osl65536_pard2_native_k1,pard2,Qwen/Qwen3-235B-A22B,0,1,4096,65536,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_nativepard2_pilot_lyris_tp4_fp8kv_pard2_offset0_n1_isl4096_osl65536_bs1_k1_20260612,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl64k_nativepard2_pilot_lyris_tp4_fp8kv_pard2_offset0_n1_isl4096_osl65536_bs1_k1_20260612/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl64k_pard2_native_k1_pilot_20260612_jobs.txt
