job_id,dataset,model_group,label,method,method_detail,model,prompt_count,isl,osl,batch_sizes,log_path,latest_prompt_tok_s,latest_generation_tok_s,running_reqs,waiting_reqs,gpu_kv_cache_pct,prefix_cache_hit_pct,live_acceptance_pct,live_mean_acceptance_length,live_accepted_throughput,live_drafted_throughput,completed_batch_rows,last_completed_bs,last_completed_out_tok_s_gpu,last_completed_latency_s,last_completed_coverage_pct,latest_error,tail_status
2113186,full,qwen235b,full_osl32k_qwen235b_pard2_k11,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260613/slurm-2113186.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260613/slurm-2113186.out' for reading: No such file or directory
2113187,full,qwen235b,full_osl32k_qwen235b_pard2_k11,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k11_20260613/slurm-2113187.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k11_20260613/slurm-2113187.out' for reading: No such file or directory
2113188,full,qwen235b,full_osl32k_qwen235b_pard2_k11,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k11_20260613/slurm-2113188.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k11_20260613/slurm-2113188.out' for reading: No such file or directory
2113189,full,qwen235b,full_osl32k_qwen235b_pard2_k11,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k11_20260613/slurm-2113189.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k11_20260613/slurm-2113189.out' for reading: No such file or directory
2113190,full,qwen235b,full_osl32k_qwen235b_pard2_k11,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k11_20260613/slurm-2113190.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k11_20260613/slurm-2113190.out' for reading: No such file or directory
2113164,full,qwen235b,full_osl32k_qwen235b_pard2_k9,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k9_20260613/slurm-2113164.out,0.0,36.4,2,0,0.8,0.7,18.9,2.70,22.88,121.26,0,,,,,,ok
2113167,full,qwen235b,full_osl32k_qwen235b_pard2_k9,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k9_20260613/slurm-2113167.out,0.0,60.9,4,0,1.0,1.7,14.2,2.28,34.19,240.40,0,,,,,,ok
2113170,full,qwen235b,full_osl32k_qwen235b_pard2_k9,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k9_20260613/slurm-2113170.out,0.0,121.3,8,0,2.3,2.2,13.3,2.20,66.17,495.80,0,,,,,,ok
2113171,full,qwen235b,full_osl32k_qwen235b_pard2_k9,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k9_20260613/slurm-2113171.out,0.0,259.5,16,0,4.3,3.4,15.8,2.43,152.52,962.41,0,,,,,,ok
2113172,full,qwen235b,full_osl32k_qwen235b_pard2_k9,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k9_20260613/slurm-2113172.out,0.0,546.4,32,0,9.8,3.5,16.5,2.48,326.35,1980.24,0,,,,,,ok
2113146,full,qwen235b,full_osl32k_qwen235b_pard_k11,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k11_20260613/slurm-2113146.out,0.0,42.5,2,0,1.6,0.7,19.4,3.13,28.94,149.29,0,,,,,,ok
2113148,full,qwen235b,full_osl32k_qwen235b_pard_k11,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k11_20260613/slurm-2113148.out,0.0,73.0,4,0,2.4,1.7,15.5,2.71,46.00,296.61,0,,,,,,ok
2113152,full,qwen235b,full_osl32k_qwen235b_pard_k11,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k11_20260613/slurm-2113152.out,0.0,234.2,8,0,7.1,2.2,29.5,4.24,179.04,607.30,0,,,,,,ok
2113154,full,qwen235b,full_osl32k_qwen235b_pard_k11,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260613/slurm-2113154.out,0.0,341.4,16,0,12.0,3.4,20.1,3.21,234.93,1170.88,0,,,,,,ok
2113156,full,qwen235b,full_osl32k_qwen235b_pard_k11,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260613/slurm-2113156.out,0.0,707.0,32,0,28.9,3.5,20.4,3.25,489.19,2395.92,0,,,,,,ok
2113131,full,qwen235b,full_osl32k_qwen235b_pard_k9,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260613/slurm-2113131.out,0.0,44.3,2,0,1.8,0.7,25.2,3.26,30.75,122.22,0,,,,,,ok
2113132,full,qwen235b,full_osl32k_qwen235b_pard_k9,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260613/slurm-2113132.out,0.0,57.7,4,0,2.9,1.7,12.5,2.13,30.58,243.87,0,,,,,,ok
2113136,full,qwen235b,full_osl32k_qwen235b_pard_k9,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260613/slurm-2113136.out,0.0,190.2,8,0,8.5,2.2,29.6,3.67,138.37,467.24,0,,,,,,ok
2113138,full,qwen235b,full_osl32k_qwen235b_pard_k9,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260613/slurm-2113138.out,0.0,287.5,16,0,12.5,3.4,19.4,2.74,182.68,943.05,0,,,,,,ok
2113139,full,qwen235b,full_osl32k_qwen235b_pard_k9,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260613/slurm-2113139.out,0.0,619.2,32,0,36.1,3.5,20.9,2.88,404.46,1932.42,0,,,,,,ok
2113112,full,qwen235b,full_osl32k_qwen235b_suffix_k16,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k16_arctic_20260613/slurm-2113112.out,0.0,107.2,1,0,1.2,0.7,100.0,12.99,98.99,98.99,0,,,,,,ok
2113116,full,qwen235b,full_osl32k_qwen235b_suffix_k16,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k16_arctic_20260613/slurm-2113116.out,0.0,199.6,2,0,1.4,1.7,94.7,12.20,183.28,193.46,0,,,,,,ok
2113117,full,qwen235b,full_osl32k_qwen235b_suffix_k16,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k16_arctic_20260613/slurm-2113117.out,0.0,208.9,4,0,2.4,2.2,86.7,7.46,180.36,208.07,0,,,,,,ok
2113118,full,qwen235b,full_osl32k_qwen235b_suffix_k16,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k16_arctic_20260613/slurm-2113118.out,0.0,644.5,12,0,7.6,3.4,86.5,7.99,563.71,651.74,0,,,,,,ok
2113120,full,qwen235b,full_osl32k_qwen235b_suffix_k16,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k16_arctic_20260613/slurm-2113120.out,0.0,1263.3,25,0,24.0,3.5,85.3,8.04,1106.16,1296.97,0,,,,,,ok
2113100,full,qwen235b,full_osl32k_qwen235b_suffix_k8,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k8_arctic_20260613/slurm-2113100.out,0.0,70.7,1,0,1.2,0.7,100.0,8.99,62.85,62.85,0,,,,,,ok
2113101,full,qwen235b,full_osl32k_qwen235b_suffix_k8,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k8_arctic_20260613/slurm-2113101.out,0.0,135.5,4,0,3.0,1.7,83.3,5.32,109.45,131.34,0,,,,,,ok
2113103,full,qwen235b,full_osl32k_qwen235b_suffix_k8,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k8_arctic_20260613/slurm-2113103.out,0.0,269.3,6,0,4.1,2.2,88.0,6.63,228.81,260.04,0,,,,,,ok
2113104,full,qwen235b,full_osl32k_qwen235b_suffix_k8,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k8_arctic_20260613/slurm-2113104.out,0.0,542.8,15,0,10.1,3.4,81.1,5.82,449.06,553.75,0,,,,,,ok
2113105,full,qwen235b,full_osl32k_qwen235b_suffix_k8,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k8_arctic_20260613/slurm-2113105.out,0.0,1348.2,30,0,30.1,3.5,91.1,7.39,1165.04,1279.40,0,,,,,,ok
2113204,verified,qwen235b,verified_osl32k_qwen235b_eagle3_k11,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k11_20260613/slurm-2113204.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k11_20260613/slurm-2113204.out' for reading: No such file or directory
2113205,verified,qwen235b,verified_osl32k_qwen235b_eagle3_k11,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k11_20260613/slurm-2113205.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k11_20260613/slurm-2113205.out' for reading: No such file or directory
2113207,verified,qwen235b,verified_osl32k_qwen235b_eagle3_k11,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k11_20260613/slurm-2113207.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k11_20260613/slurm-2113207.out' for reading: No such file or directory
2113209,verified,qwen235b,verified_osl32k_qwen235b_eagle3_k11,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k11_20260613/slurm-2113209.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k11_20260613/slurm-2113209.out' for reading: No such file or directory
