suite,job_id,dataset,model_group,method,method_detail,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,breakdown_json,tracker_file,label
swe,2113190,full,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k11
swe,2113164,full,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k9
swe,2113167,full,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k9
swe,2113170,full,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k9
swe,2113171,full,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k9
swe,2113172,full,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard2_k9
swe,2113146,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k11
swe,2113148,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k11
swe,2113152,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k11
swe,2113154,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k11
swe,2113156,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k11
swe,2113131,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k9
swe,2113132,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k9
swe,2113136,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k9
swe,2113138,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k9
swe,2113139,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260613,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260613/breakdown.json,/Users/sna/Nemo-RL_Qwen3_Roadmap/latest_lyris_qwen235b_swebench_osl32k_drafter_k9_k11_20260613_jobs.csv,full_osl32k_qwen235b_pard_k9
