job_id,cluster,purpose,model,mode,method,max_steps,max_new_tokens,enforce_eager,config,num_nodes,gpus_per_node,segment,gres_flag,account,partition,container,remote_repo,commit,run_root,wandb_project,wandb_name,state,notes
2313288,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,baseline,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,4b857d4b2a228aa2354e4020b241b85aaab84228,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_baseline_cudagraph_mnbt32768_seq128_smoke1,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_baseline_recipeosl_cudagraph_mnbt32768_seq128_smoke1_20260701,FAILED,"Shared actor venv was concurrently rebuilt and lost Python encodings"
2313289,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,eagle3_k5,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,4b857d4b2a228aa2354e4020b241b85aaab84228,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_eagle3k5_cudagraph_mnbt32768_seq128_smoke1,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_eagle3k5_recipeosl_cudagraph_mnbt32768_seq128_smoke1_20260701,FAILED,"Shared actor venv was concurrently rebuilt and lost Python encodings"
2313311,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,eagle3_k5,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,8553fc9cdc9c3b9a2bb24b7eb4d4bebed0e3b848,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_eagle3k5_cudagraph_mnbt32768_seq128_systemenv_smoke1,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_eagle3k5_recipeosl_cudagraph_mnbt32768_seq128_systemenv_smoke1_20260701,FAILED,"Container system Python has no vLLM tier; ModuleNotFoundError: vllm; W&B https://wandb.ai/nvidia/sna-nemorl-specdec-ptyche/runs/rkzy10nu"
2313312,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,pard_k16,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,8553fc9cdc9c3b9a2bb24b7eb4d4bebed0e3b848,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_pardk16_cudagraph_mnbt32768_seq128_systemenv_smoke1,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_pardk16_recipeosl_cudagraph_mnbt32768_seq128_systemenv_smoke1_20260701,FAILED,"Container system Python has no vLLM tier; ModuleNotFoundError: vllm; W&B https://wandb.ai/nvidia/sna-nemorl-specdec-ptyche/runs/qyw68o71"
2313313,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,baseline,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,8553fc9cdc9c3b9a2bb24b7eb4d4bebed0e3b848,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_baseline_cudagraph_mnbt32768_seq128_systemenv_smoke1,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_baseline_recipeosl_cudagraph_mnbt32768_seq128_systemenv_smoke1_20260701,FAILED,"Container system Python has no vLLM tier; ModuleNotFoundError: vllm; W&B https://wandb.ai/nvidia/sna-nemorl-specdec-ptyche/runs/qd210s3f"
2313356,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,pard_k16,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,c8ed7fad3c7b9b51ec815b08bd87d4c76b9ececb,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_pardk16_cudagraph_mnbt32768_seq128_venvlock_smoke1,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_pardk16_recipeosl_cudagraph_mnbt32768_seq128_venvlock_smoke1_20260701,CANCELLED,"W&B https://wandb.ai/nvidia/sna-nemorl-specdec-ptyche/runs/fredu5mc; actor-venv lock and 16/16 Ray workers succeeded; cancelled because the pre-1271b153 command lacked the explicit Triton attention override"
2313390,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,baseline,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_baseline_recipeosl_cudagraph_tritonattn_smoke1,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_baseline_recipeosl_cudagraph_tritonattn_smoke1_20260701,FAILED,"Failed before NeMo-RL startup: Slurm could not chdir to /home/sna and spank_sybil could not retrieve credentials; superseded with explicit Lustre --chdir"
2313392,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,pard_k16,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_pardk16_recipeosl_cudagraph_tritonattn_smoke1,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_pardk16_recipeosl_cudagraph_tritonattn_smoke1_20260701,CANCELLED,"Cancelled pending after 2313390 exposed the /home Slurm workdir issue; superseded with explicit Lustre --chdir"
2313393,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,eagle3_k5,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_eagle3k5_recipeosl_cudagraph_tritonattn_smoke1,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_eagle3k5_recipeosl_cudagraph_tritonattn_smoke1_20260701,CANCELLED,"Cancelled pending after 2313390 exposed the /home Slurm workdir issue; superseded with explicit Lustre --chdir"
2313394,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,baseline,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_baseline_recipeosl_cudagraph_tritonattn_chdir_smoke2,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_baseline_recipeosl_cudagraph_tritonattn_chdir_smoke2_20260701,RUNNING,"W&B https://wandb.ai/nvidia/sna-nemorl-specdec-ptyche/runs/3n0ozb3d; 16/16 Ray workers; explicit Lustre --chdir; explicit attention_backend=TRITON_ATTN; max_num_batched_tokens=32768; max_num_seqs=128; CUDA Graph required"
2313395,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,pard_k16,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_pardk16_recipeosl_cudagraph_tritonattn_chdir_smoke2,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_pardk16_recipeosl_cudagraph_tritonattn_chdir_smoke2_20260701,RUNNING,"W&B https://wandb.ai/nvidia/sna-nemorl-specdec-ptyche/runs/y1jlkpjl; 16/16 Ray workers; explicit Lustre --chdir; explicit attention_backend=TRITON_ATTN; PARD K=16 parallel drafting; max_num_batched_tokens=32768; max_num_seqs=128; CUDA Graph required"
2313396,pre-tyche,performance_recipe_smoke,Qwen3-30B-A3B,sync,eagle3_k5,1,4096,false,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,4,4,4,none,coreai_dlalgo_llm,36x2-a01r,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-a76fdd65-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260701_ptyche_qwen30_sync_eagle3k5_recipeosl_cudagraph_tritonattn_chdir_smoke2,sna-nemorl-specdec-ptyche,qwen30ba3b_perfcfg_sync_eagle3k5_recipeosl_cudagraph_tritonattn_chdir_smoke2_20260701,RUNNING,"W&B https://wandb.ai/nvidia/sna-nemorl-specdec-ptyche/runs/ocww3mxy; 16/16 Ray workers; explicit Lustre --chdir; explicit attention_backend=TRITON_ATTN; Eagle-3 K=5; max_num_batched_tokens=32768; max_num_seqs=128; CUDA Graph required"
