suite,job_id,dataset,model_group,method,method_detail,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,breakdown_json,tracker_file,label
swe,2124102,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k11
swe,2124103,full,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k11
swe,2124083,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k9
swe,2124086,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k9
swe,2124087,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k9
swe,2124088,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k9
swe,2124089,full,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,full_osl32k_qwen235b_pard_k9
swe,2124071,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k16
swe,2124072,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k16
swe,2124073,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k16
swe,2124074,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k16
swe,2124075,full,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k16
swe,2124061,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k8_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k8_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k8
swe,2124062,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k8_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k8_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k8
swe,2124063,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k8_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k8_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k8
swe,2124064,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k8_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k8_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k8
swe,2124065,full,qwen235b,suffix_k8,suffix_k8,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k8_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k8_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,full_osl32k_qwen235b_suffix_k8
swe,2124219,verified,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_baseline_offset0_n2_isl4096_osl32768_bs2_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_baseline_offset0_n2_isl4096_osl32768_bs2_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_baseline_20260614_jobs.csv,verified_osl32k_qwen235b_baseline
swe,2124220,verified,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_baseline_offset0_n4_isl4096_osl32768_bs4_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_baseline_offset0_n4_isl4096_osl32768_bs4_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_baseline_20260614_jobs.csv,verified_osl32k_qwen235b_baseline
swe,2124221,verified,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_baseline_offset0_n8_isl4096_osl32768_bs8_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_baseline_offset0_n8_isl4096_osl32768_bs8_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_baseline_20260614_jobs.csv,verified_osl32k_qwen235b_baseline
swe,2124222,verified,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_baseline_offset0_n16_isl4096_osl32768_bs16_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_baseline_offset0_n16_isl4096_osl32768_bs16_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_baseline_20260614_jobs.csv,verified_osl32k_qwen235b_baseline
swe,2124223,verified,qwen235b,baseline,baseline,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_baseline_offset0_n32_isl4096_osl32768_bs32_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_baseline_offset0_n32_isl4096_osl32768_bs32_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_baseline_20260614_jobs.csv,verified_osl32k_qwen235b_baseline
swe,2124137,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11
swe,2124138,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11
swe,2124139,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11
swe,2124140,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11
swe,2124141,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11
swe,2124127,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9
swe,2124128,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9
swe,2124129,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9
swe,2124130,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9
swe,2124131,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9
swe,2124114,verified,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k11
swe,2124115,verified,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k11
swe,2124116,verified,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k11
swe,2124117,verified,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k11
