job_id,label,method,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,breakdown_json,tracker_file
2101267,qwen8_pard2_k11,pard2,Qwen/Qwen3-8B,0,4,4096,32768,1 2 4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_8b_swebench_verified_osl32k_lyris_pard2_highk_pard2_offset0_n4_isl4096_osl32768_bs1_2_4_k11_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_8b_swebench_verified_osl32k_lyris_pard2_highk_pard2_offset0_n4_isl4096_osl32768_bs1_2_4_k11_20260611/breakdown.json,latest_lyris_qwen3_8b_swebench_verified_osl32k_pard2_k11_20260612_jobs.txt
2101268,qwen14_pard2_k9,pard2,Qwen/Qwen3-14B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_14b_swebench_verified_osl32k_lyris_pard2_highk_pard2_offset0_n4_isl4096_osl32768_bs1_2_k9_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_14b_swebench_verified_osl32k_lyris_pard2_highk_pard2_offset0_n4_isl4096_osl32768_bs1_2_k9_20260611/breakdown.json,latest_lyris_qwen3_14b_swebench_verified_osl32k_pard2_k9_20260612_jobs.txt
2101269,qwen14_pard2_k11,pard2,Qwen/Qwen3-14B,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_14b_swebench_verified_osl32k_lyris_pard2_highk_pard2_offset0_n4_isl4096_osl32768_bs1_2_k11_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_14b_swebench_verified_osl32k_lyris_pard2_highk_pard2_offset0_n4_isl4096_osl32768_bs1_2_k11_20260611/breakdown.json,latest_lyris_qwen3_14b_swebench_verified_osl32k_pard2_k11_20260612_jobs.txt
2101270,qwen8_eagle3_k5,eagle3,Qwen/Qwen3-8B,0,4,4096,32768,1 2 4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_8b_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_4_k5_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_8b_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_4_k5_20260611/breakdown.json,latest_lyris_qwen3_8b_swebench_verified_osl32k_eagle3_k5_20260612_jobs.txt
2101271,qwen8_eagle3_k9,eagle3,Qwen/Qwen3-8B,0,4,4096,32768,1 2 4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_8b_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_4_k9_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_8b_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_4_k9_20260611/breakdown.json,latest_lyris_qwen3_8b_swebench_verified_osl32k_eagle3_k9_20260612_jobs.txt
2101272,qwen8_eagle3_k11,eagle3,Qwen/Qwen3-8B,0,4,4096,32768,1 2 4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_8b_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_4_k11_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen3_8b_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_4_k11_20260611/breakdown.json,latest_lyris_qwen3_8b_swebench_verified_osl32k_eagle3_k11_20260612_jobs.txt
2101273,qwen30thinking_eagle3_k3,eagle3,Qwen/Qwen3-30B-A3B-Thinking-2507,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_thinking2507_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_thinking2507_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260611/breakdown.json,latest_lyris_qwen30ba3b_thinking2507_swebench_verified_osl32k_eagle3_k3_20260612_jobs.txt
2101274,qwen30thinking_eagle3_k5,eagle3,Qwen/Qwen3-30B-A3B-Thinking-2507,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_thinking2507_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k5_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_thinking2507_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k5_20260611/breakdown.json,latest_lyris_qwen30ba3b_thinking2507_swebench_verified_osl32k_eagle3_k5_20260612_jobs.txt
2101275,qwen30thinking_eagle3_k9,eagle3,Qwen/Qwen3-30B-A3B-Thinking-2507,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_thinking2507_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k9_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_thinking2507_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k9_20260611/breakdown.json,latest_lyris_qwen30ba3b_thinking2507_swebench_verified_osl32k_eagle3_k9_20260612_jobs.txt
2101276,qwen30thinking_eagle3_k11,eagle3,Qwen/Qwen3-30B-A3B-Thinking-2507,0,4,4096,32768,1 2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_thinking2507_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k11_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen30ba3b_thinking2507_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k11_20260611/breakdown.json,latest_lyris_qwen30ba3b_thinking2507_swebench_verified_osl32k_eagle3_k11_20260612_jobs.txt
2102005,qwen235b_suffix_k1,suffix,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_suffix_k1_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k1_arctic_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_suffix_k1_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k1_arctic_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_suffix_k1_pilot_r2_20260612_jobs.txt
2102006,qwen235b_suffix_k2,suffix,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_suffix_k2_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k2_arctic_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_suffix_k2_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k2_arctic_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_suffix_k2_pilot_r2_20260612_jobs.txt
2102008,qwen235b_suffix_k4,suffix,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_suffix_k4_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k4_arctic_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_suffix_k4_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k4_arctic_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_suffix_k4_pilot_r2_20260612_jobs.txt
2102009,qwen235b_suffix_k8,suffix,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_suffix_k8_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k8_arctic_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_suffix_k8_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k8_arctic_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_suffix_k8_pilot_r2_20260612_jobs.txt
2101422,qwen235b_baseline,baseline,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_r2_baseline_offset0_n2_isl4096_osl32768_bs1_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_r2_baseline_offset0_n2_isl4096_osl32768_bs1_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_suffix_k32_pilot_r2_20260612_jobs.txt
2101423,qwen235b_suffix_k32,suffix,Qwen/Qwen3-235B-A22B,0,2,4096,32768,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k32_arctic_20260611,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swev_osl32k_pilot_lyris_tp4_fp8kv_r2_suffix_offset0_n2_isl4096_osl32768_bs1_k32_arctic_20260611/breakdown.json,latest_lyris_qwen235b_a22b_swebench_verified_osl32k_suffix_k32_pilot_r2_20260612_jobs.txt
